url,segment_no,cumle_icerigi,sozcuk_sayisi
https://www.canlihaber.com/gundem/iftiraya-ugradik-diyen-selcuk-bayraktar-ibb-ile-hizmet-protokolununun-h4213.html,2,Haksızlık karşısında susarak yalan ve iftiranın tarafında saf tutanlarla yolumuzu ayırdık diyen Bayraktar sosyal medyadan yaptığı paylaşımla İBB ile olan sözleşmenin tek taraflı feshedildiğini açıkladı.,25
https://www.canlihaber.com/gundem/iftiraya-ugradik-diyen-selcuk-bayraktar-ibb-ile-hizmet-protokolununun-h4213.html,3,Vakfın Sosyal Medya Hesabından Paylaşım Yapıldı Vakfın Twitter hesabından yapılan açıklamada T3 Vakfına yönelik iftiralara karşı sessiz kalan ve hakikati kamuoyuna duyurmaktan imtina eden İstanbul Büyükşehir Belediyesi ile ortak hizmet protokolünün tek taraflı olarak feshedildiğini duyurdu.,36
https://www.canlihaber.com/gundem/iftiraya-ugradik-diyen-selcuk-bayraktar-ibb-ile-hizmet-protokolununun-h4213.html,4,"Eğitimler En İyi Şartlarda Devam Edecek   Türkiye Teknoloji Takımı Vakfı Mütevelli Başkanı Selçuk Bayraktar da konuyla ilgili Teitter hesabından bir paylaşım yaptı ve haksızlık karşısında susarak yalan ve iftiranın tarafında saf tutanlarla yollarının ayrıldığını ifade etti.",36
https://www.canlihaber.com/gundem/iftiraya-ugradik-diyen-selcuk-bayraktar-ibb-ile-hizmet-protokolununun-h4213.html,5,Bu bağlamda Deneyap öğrencileri nin endişe etmemesi gerektiğini belirten Bayraktar öğrencilerin eğitimlerinin en iyi şartlarda devam edeceğini belirtti.,18
https://www.canlihaber.com/gundem/iftiraya-ugradik-diyen-selcuk-bayraktar-ibb-ile-hizmet-protokolununun-h4213.html,6,Olayın Geçmişi T3 Vakfı ile İBB arasındaki Deneyap Teknoloji Atölyeleri ne ilişkin iş birliği ile ilgili CHP Genel Başkan Yardımcısı Veli Ağbaba bağış iddialarını ortaya atmıştı.,26
https://www.canlihaber.com/gundem/iftiraya-ugradik-diyen-selcuk-bayraktar-ibb-ile-hizmet-protokolununun-h4213.html,7,Bayraktar ise Ağbaba tarafından ortaya atılan bu iddialarla ilgili sert çıkarak İBB Başkanı Ekrem İmamoğlu na çağrı yapmış ve Ağbaba nın bu iddialarına ilişkin İBB Başkanı İmamoğlu nu tekzip etmeye davet etmişti.,32
https://www.canlihaber.com/gundem/iftiraya-ugradik-diyen-selcuk-bayraktar-ibb-ile-hizmet-protokolununun-h4213.html,8,Kendilerine ücretsiz mekan sağlamaya hazır binlerce gönüllü olduğunun altını çizen Selçuk Bayraktar İBB Başkanı nın söz konusu şahsın iddialarını tekzip etmemesi durumunda T3 Vakfı olarak iş birliği protokolünü tek taraflı olarak feshedeceklerini aktarmıştı.,33
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,1, BB Erzurumspor un 11 personelinin COVİD-19 testi pozitif çıktı.,9
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,2,Beşiktaş Galatasaray Fenerbahçe ve Trabzonspor BB Erzurumspor a destek olmak için mesaj yayınlayarak geçmiş olsun dileklerini ilettiler.,17
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,3,4 Futbolcunun COVİD-19 Testi Pozitif BB Erzurumspor un 4 ü futbolcu olmak üzere 11 personelinin COVİD-19 testi pozitif çıktı.,19
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,4,Fenerbahçe Kulübü sosyal medya hesabındna yayımladığı mesajla Büyükşehir Belediye Erzurumspor a geçmiş olsun dileklerini iletti.,15
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,5,Kulüp tarafından yayımlanan mesajda  Büyükşehir Belediye Erzurumspor da COVİD-19 testi pozitif çıkan futbolcu teknik heyet ve çalışanlarına çok geçmiş olsun.,20
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,6,Bir an evvel sağlıklarına kavuşmalarını temenni ederiz.,7
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,7,ifadelerine yer verildi.,3
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,8,Beşiktaş ın Mesajı Sosyal medya hesabından bir mesaj yayımlayan Beşiktaş ta BB Erzurumspor a geçmiş olsun dileklerini iletti.,18
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,9,BB Erzurumspor un hesabı etiketlenerek yayımlanan mesajda  COVİD-19 testi pozitif çıkan futbolcu teknik heyet ve çalışanlarınıza geçmiş olsun dileklerimizi iletiyoruz.,20
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,10,En kısa süre içerisinde sağlıklarına kavuşmalarını temenni ederiz.,8
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,12,Galatasaray ın Mesajı Galatasaray Kulübü ise yayımladığı mesajda  BB Erzurumspor Kulübü nde COVİD-19 testi pozitif çıkan futbolcu ve kulüp personellerine çok geçmiş olsun.,23
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,13,Bir an evvel sağlıklarına kavuşarak görevlerine geri dönmelerini temenni ediyoruz.,10
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,14,ifadelerine yer verdi.,3
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,15,Trabzonspor un Mesajı BB Erzurumspor Kulübü ne bir geçmiş olsun mesajı da Trabzonspor yayımladı.,14
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,16,Bordo-mavili kulüp tarafından yayımlanan mesajda  Sevgili Erzurumspor camiasında bazı futbolcu ve kulüp çalışanlarının COVİD-19 testinin pozitif çıktığını büyük bir üzüntü içerisinde öğrenmiş bulunuyoruz.,23
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,17,Camianıza çok geçmiş olsun dileklerimizi iletiyoruz.,6
https://www.canlihaber.com/spor/11-personelinin-covid-19-testi-pozitif-cikan-o-kulube-4-buyuklerden-h4212.html,18,Umarız kısa süre içerisinde sağlıklarına yeniden kavuşurlar.,7
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,1, AVM lerin faaliyetleri yeni tip koronavirüsle mücadele tedbirleri kapsamında durdurulmuştu.,10
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,2,Normalleşme adımlarının atılmaya başladığı ülkemizde 11 Mayıs tarihinde AVM lerin açılmasına karar verilmişti.,13
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,3,İki gündür faaliyette olan AVM leri yaklaşık 2 5 milyon insanın ziyaret ettiği öğrenildi.,14
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,4,"Başlangıç Yüzde 20   11 Mayıs tarihinde hizmete açılan AVM leri ilk gün 1 milyon 200 bini aşkın kişi ikinci gün ise yaklaşık 1 milyon 100 bini aşkın kişi ziyaret etti.",30
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,5,AVM lerin bilançosu hakkında önemli bilgiler veren Alışveriş Merkezleri ve Yatırımcıları Derneği (AYD) Başkanı Hüseyin Altaş AVM lerin açıldığı ilk gün yaklaşık yüzde 23 bir giriş oldu.,29
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,6,Bu oranda 1 milyon 200 bini aşkın insanın AVM lere giriş yaptığını gösteriyor.,13
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,7,İkinci gün ise AVM leri 1 milyon 100 bini aşkın insan ziyaret etti.,13
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,8,AVM leri nomal bir zamanda yaklaşık 6 5 milyon insan ziyaret ediyor.,12
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,9,Bu da yüzde 20 seviyelerinde bir oranla başlangıç yaptığımızı gösteriyor.,10
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,10,Bizlerde hemen hemen bu oranlarda başlayacağımızı düşünüyorduk.,7
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,11,Salgının hızı azaldıkça yüzde 30 40 50 Eylül ayından itibarende yüzde 60 ve 70 seviyesine ulaşacağımıza yönelik değerlendirmeler yapmıştık.,19
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,13,Avrupa da da Kuyruk Var Avrupa da da AVM lerin önünde kuyruk olduğuna değinen Altaş  Orada kuyruklar oluşunca kurallara çok iyi riayet edildiği ve sosyal mesafeye uyulduğu için giriş ve çıkışların zaman aldığı şeklinde yorumlanıyor.,35
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,14,Halkımız da dışarıdaki sosyal mesafeyi ihmal etmemelidir.,7
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,15,AVM ye gireceğiz düşüncesiyle sosyal mesafe kuralına uymamak çok büyük bir hata olur.,13
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,16,Kuyruklar AVM ler kalabalık olduğundan dolayı değil sosyal mesafe hijyen ve maske kontrollerinden dolayı kaynaklanıyor.,15
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,17,Şu ana kadar AVM lerin içerisinden bir şikayet gelmedi.,9
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,18,Halen bilinçli davranmayan insanlar yok değil.,6
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,19,AVM ye maskesiz girmeye çalışıyorlar.,5
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,20,AVM dışında da sorunlar yaşanıyor.,5
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,21,426 AVM nin 420 si vatandaşa hizmet veriyor.,8
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,22,İstanbul daki 2-3 AVM haricinde kuyruk oluşan AVM olmadı.,9
https://www.canlihaber.com/gundem/insanlar-avmlere-akin-etti-2-gunde-yaklasik-25-milyon-insan-h4211.html,23,şeklinde konuştu.,2
https://www.canlihaber.com/dunya/covid-19-baglantili-yeni-hastaliktan-belcikada-30-cocuk-tedavi-h4210.html,1, Covid-19 virüsü ile bağlantısı olduğu düşünülen ve İngiltere ve ABD nin dışında da birçok ülkede rastlanan yeni hastalık rahatsızlığından dolayı Belçika da yaklaşık 30 çocuğun tedavi altında olduğu öğrenildi.,29
https://www.canlihaber.com/dunya/covid-19-baglantili-yeni-hastaliktan-belcikada-30-cocuk-tedavi-h4210.html,2,"Nadir Rastlanan Çocuk Hastalığı   Küresel bir salgın haline dönüşen yeni tip koronavirüs salgınından sonra görülen yeni hastalığın kan damarlarında iltihaplanmaya neden olan ve çok nadir rastlanan çocuk hastalığı olduğu uzmanlar tarafından dile getiriliyor.",33
https://www.canlihaber.com/dunya/covid-19-baglantili-yeni-hastaliktan-belcikada-30-cocuk-tedavi-h4210.html,3,Okulların yeniden açılacağı tarihe dikkat çeken Beliçikalı uzmanlar ise okullar açıldığı zaman Covid-19 virüsü ile yeni hastalık arasındaki bağlantının değerlendirilmesi gerektiğini ifade ediyorlar.,23
https://www.canlihaber.com/dunya/covid-19-baglantili-yeni-hastaliktan-belcikada-30-cocuk-tedavi-h4210.html,4,Ateşi 41 e Yükseldi Belçika nın Wevelgem şehrinde yaşamını sürdüren 11 yaşındaki Lone güneşli havada bir süre bisikletini sürdükten sonra rahatsızlandı ve hemen ardında da ateşi yükseldi.,27
https://www.canlihaber.com/dunya/covid-19-baglantili-yeni-hastaliktan-belcikada-30-cocuk-tedavi-h4210.html,5,Tedavisi için ailesi tarafından aile hekimine götürülen Lone yeni tip koronavirüs testi yapılması için acil servise sevk edilse de 12 yaşında olduğundan dolayı test yapılmadı.,25
https://www.canlihaber.com/dunya/covid-19-baglantili-yeni-hastaliktan-belcikada-30-cocuk-tedavi-h4210.html,6,Evine geri gönderilen ve ailesi tarafından sağlık durumu takip edilmesi istenen Lone isimli kızın ateşi 41 dereceye çıktı.,18
https://www.canlihaber.com/dunya/covid-19-baglantili-yeni-hastaliktan-belcikada-30-cocuk-tedavi-h4210.html,7,Ateş haricinde baş ve karın ağrısı ellerde döküntü ve bağırsak iltihabı gibi şikayetleri de olan Lone Roeselare şehrinde bulunan Delta Hastanesi nde tedavi altına alındı.,25
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,1, Sağlık Bakanlığı Türkiyenin koronavirüsle mücadelesini şeffaf bir şekilde topluma yansıtabilmek için Türkiye koronavirüs tablosunu günlük olarak güncelleyerek toplumu bilglendiriyor.,19
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,2,13 Mayıs 2020 tarihine ait Türkiye koronavirüs tablosu az önce yayınlandı.,11
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,3,Vaka ve ölü sayısı hakkındaki detayları haberimizin içeriğinde bulabilirsiniz.,9
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,4,Bugün Kaç Test Yapıldı Ülkemizde son 24 saat içerisinde 33 bin 332 vatandaşımıza yeni tip koronavirüs testi yapıldı.,18
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,5,Test yapılan vatandaşlarımızdan bin 639 kişiye yeni tip koronavirüs enfekte olduğu tespit edildi.,13
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,6,Son 24 saat içerisindeki bu rakamla birlikte ülkemizdeki toplam vaka sayısı 143 bin 114 kişiye ulaştı.,16
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,7,Kaç Kişi Vefat Etti Ülkemizde son 24 saat içerisinde yeni tip koronavirüs enfekte olduktan sonra tedavi gören 58 vatandaşımız hayata gözlerini yumdu.,22
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,8,Son 24 saat içerisindeki bu rakamla birlikte toplam vefat sayısı 3 bin 952 kişiye ulaştı.,15
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,9,Güncel Tablo Ülkemizde bugüne kadar 1 milyon 474 bin 3 kişiye yeni tip koronavirüs testi yapıldı.,16
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,10,Toplamda 143 bin 114 vatandaşımızın yeni tip koronavirüs testi pozitif çıktı.,11
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,11,Toplamda 3 bin 952 vatandaşımız ise yeni tip koronavirüs rahatsızlığından dolayı yaşamını kaybetti.,13
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,12,Yeni tip koronavirüs rahatsızlığından dolayı yoğun bakımda tedavi gören hasta sayımızın 998 kişi olduğu entübe hasta sayımızın ise 535 kişi olduğu öğrenildi.,22
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,13,Son 24 saat içerisinde 2 bin 826 vatandaşımız iyileşerek sağlığına tekrar kavuştu.,12
https://www.canlihaber.com/gundem/13-mayis-2020-turkiye-koronavirus-vaka-ve-olu-sayisi-h4209.html,14,Yeni tip koronavirüs enfekte olduktan sonra tedavi görerek iyileşen hasta sayımız ise toplamda 101 bin 715 kişiye ulaştı.,18
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,1, Bugün gerçekleştirilen Bilim Kurulu Toplantısı sonrasında kameralar karşısına geçen Sağlık Bakanı Fahrettin Koca önemli açıklamalarda bulunuyor.,16
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,2,Toplantı sonrasında kamuoyunu bilgilendirmek amacıyla kameralar karşısına geçen Bakan Koca nın açıklamalarında öne çıkan başlıklar arasında en dikkat çeken Salgın kontrol altına alındı ifadeleri oldu.,25
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,3,İşte Sağlık Bakanı Fahrettin Koca nın açıklamalarından satırbaşları… Günlük Test Kapasitesi 50 Bine Ulaştı Günlük test kapasitesinin 50 bine ulaştığını söyleyen Bakan Koca hastalığın gerilemiş olmasından dolayı test ihtiyacı doğmadığını ifade etti.,32
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,4,İyileşen hasta sayısının yüzde 70e ulaştığını belirten Bakan fiyasyon ekiplerinin sayılarının 6 bin 239a ulaştığını aktardı.,16
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,5,Kurulan bu filyasyon ekiplerinin salgının ortaya çıktığı ilk günden bugüne kadar riskli olan yani 1 hastayla teması olan 722 bin kişiye ulaştığını söyledi.,23
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,6,Bu şartlar altında salgının kontrol altına alındığını belirtti.,8
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,7,"Kontrolü Elden Bırakmamalıyız   Tüm dünyaya yayılmış olan ve küresel bir salgın haline gelen bu salgın sürecinde 8 haftanın kısa bir zaman olduğunu aktaran Sağlık Bakanı Fahrettin Koca bu kısa zamandaki mücadelenin de yorucu sayılamayacağını ortada bu kadar büyük bir tehdit varken 8 haftanın uzun bir süre olmadığını ifade etti.",49
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,8,Bu sürenin kontrolün elden bırakılmasına sebep olacak bir süre olmadığının altını çizen Koca Riskli bir gün bile tabloyu değiştirebilir dedi.,20
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,9,Türkiyenin Bilim İnsanları Tüm Dünyanın İlgi Konusu Bilim Kurulu Toplantısı sonrası açıklamalarda bulunan Sağlık Bakanı Fahrettin Koca Türkiyenin Bilim İnsanlarının İtalyadan Amerikaya kadar tüm dünyanın ilgi konusu olduğunu belirtti.,29
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,10,Bu zor süreçte uluslararası TVlerin Türkiyenin başarı öyküsünü ekranlara taşıdığını bu başarı öyküsünün altında başka güçer aramaya gerek olmadığını aktararak Bu başarının sahibi 83 milyondur dedi.,26
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,11,Testlerde Pozitif Oranı Düzenli Olarak Düşüyor ABD ve İtalyada hala salgın sebebiyle yüzlerce insanın hayatını kaybettiğini söyleyen Sağlık Bakanı Koca riskin devam ettiğini Türkiyede ise durumun çok daha iyiye gittiğini ifade etti.,32
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,12,Şimdiye kadar 141 bin 475 hastamızdan 98 bin 889 hastamızın sağlığına kavuştuğunu aktaran Koca yapılan testlerde pozitif oranının düzenli olarak düştüğünü dile getirdi.,23
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,13,Ulaşımda Yeni Oturma Düzeni Kontrollü sosyal hayatla ilgili bilgiler veren Bakan Koca bu süreçte toplu ulaşımda yeni bir oturma düzenine gidilmesinin kaçınılmaz olduğunu ifade etti.,25
https://www.canlihaber.com/gundem/saglik-bakani-fahrettin-koca-durumumuz-iyiye-gidiyor-h4208.html,14,Sağlık Bakanı ayrıca büyük işyerlerinin de sağlık konusunda daha fazla ciddiyet göstermesi gerektiğinin kontrollü sosyal hayatın bireyler için son derece önemli bir kolaylaştırıcılığa sahip olduğunun da altını çizdi.,28
https://www.canlihaber.com/eglence/zuhal-topalla-sofrada-13-mayis-2020-gunun-puani-h4207.html,1, FOX TV ekranlarının ilgiyle izlenen yemek yarışması Zuhal Topal la Sofrada nın yeni bölümü bugün yine evlerinize büyük lezzetlerle konuk oluyor.,21
https://www.canlihaber.com/eglence/zuhal-topalla-sofrada-13-mayis-2020-gunun-puani-h4207.html,2,Kıran kırana lezzet yarışının yer aldığı programda yeni haftanın yeni yarışmacıları da en iddialı menülerle karşınıza çıkıyor.,17
https://www.canlihaber.com/eglence/zuhal-topalla-sofrada-13-mayis-2020-gunun-puani-h4207.html,3,Yeni haftanın üçüncü gününde yine heyecan dolu bir bölümle ekranlara gelen Zuhal Topal la Sofrada nın yeni bölümünde yarışan isim Sevgi Budalan Tan olacak.,24
https://www.canlihaber.com/eglence/zuhal-topalla-sofrada-13-mayis-2020-gunun-puani-h4207.html,4,Haftanın birincisi olmak için büyük çaba göstereceğini söyleyen Sevgi Hanım oldukça iddialı.,12
https://www.canlihaber.com/eglence/zuhal-topalla-sofrada-13-mayis-2020-gunun-puani-h4207.html,5,"Peki Zuhal Topal la Sofrada da sevgi Hanımın puanları nasıl oldu Sevgi Hanım toplam kaç puan aldı İşte detaylar… Zuhal Topal la Sofrada Sevgi Budalan Tan Kimdir   Zuhal Topal la Sofrada nın bugünkü bölümünde yarışacak olan Sevgi Budalan Tan kayınvalidesi Şengül Hanımla birlikte yarışa katıldı.",45
https://www.canlihaber.com/eglence/zuhal-topalla-sofrada-13-mayis-2020-gunun-puani-h4207.html,6,25 yaşında ve 1 yıllık evli olan Sevgi Hanım aslen Tokatlı.,11
https://www.canlihaber.com/eglence/zuhal-topalla-sofrada-13-mayis-2020-gunun-puani-h4207.html,7,Kayınvalidesinin dün yarışan yarışmacıya 9 verdiğini öğrendikten sonra bu duruma biraz bozulduğunu söyleyen yarışmacı bugün kendi gününde en iyisi olmak ve en özel menüyü çıkarmak için elinden gelen her şeyi yapacağını ifade etti.,33
https://www.canlihaber.com/eglence/zuhal-topalla-sofrada-13-mayis-2020-gunun-puani-h4207.html,8,Zuhal Topal la Sofrada 13 Mayıs 2020 Sevgi Hanımın Puanı Zuhal Topal la Sofrada 13 Mayıs 2020 Çarşamba gününde yarışan Sevgi Hanımın puanı belli oldu.,25
https://www.canlihaber.com/eglence/zuhal-topalla-sofrada-13-mayis-2020-gunun-puani-h4207.html,9,Sevgi Hanım rakip kayınvalidelerden Figen Hanımdan 3 Nezahat Hanımdan 6 Gülseren Hanımdan 6 ve Aysel Hanımdan 6 puan aldı ve toplam 21 puanın sahibi oldu.,25
https://www.canlihaber.com/eglence/zuhal-topalla-sofrada-13-mayis-2020-gunun-puani-h4207.html,10,Programın sunucusu Zuhal Topalın 6 puan verdiği Sevgi Hanım gününü toplam 27 puanla tamamladı.,14
https://www.canlihaber.com/eglence/ersin-korkut-survivordan-neden-elendi-ersin-korkut-kimdir-h4206.html,1, Survivor 2020 ünlüler takım yarışmacısı Ersin Korkut yarışmadan elenmesi ile bir anda gündeme oturdu.,14
https://www.canlihaber.com/eglence/ersin-korkut-survivordan-neden-elendi-ersin-korkut-kimdir-h4206.html,2,Ersin Korkut un yarışmadan elenmesinin yanı sıra yarışmanın sunucusu Acun Ilıcalı nın kötü haberi verirken zorlandığı anlarda izleyicilerin gözünden kaçmadı.,20
https://www.canlihaber.com/eglence/ersin-korkut-survivordan-neden-elendi-ersin-korkut-kimdir-h4206.html,3,Köpeği Messin  öldüğünü bilmeyen ve Survivor yarışmasında başarılı bir yol izleyen Ersin Korkut dün akşam yayınlanan yeni bölümde adaya veda etmek zorunda kaldı.,23
https://www.canlihaber.com/eglence/ersin-korkut-survivordan-neden-elendi-ersin-korkut-kimdir-h4206.html,4,"Peki Ersin Korkut yarışmadan neden elendi Ersin Korkut kimdir İşte detaylar… Acun Ilıcalı Zor Anlar Yaşadı   Dün akşam yeni bölümü yayınlanan ve bir veda yaşanan Survivor da gözyaşları sel oldu.",30
https://www.canlihaber.com/eglence/ersin-korkut-survivordan-neden-elendi-ersin-korkut-kimdir-h4206.html,5,Geçtiğimiz günlerde futbol oyununda sakatlanması sonucunda doktorlar tarafından çekilen MR sonucu sonrasında Ersin Korkut un Survivor yarışmasına devam edemeyeceği haberinin gelmesi üzerine başarılı yarışmacı adaya veda etmek zorunda kaldı.,29
https://www.canlihaber.com/eglence/ersin-korkut-survivordan-neden-elendi-ersin-korkut-kimdir-h4206.html,6,Takım arkadaşları Elif ve Aycan abileri olarak gördüğü Ersin in yarışa veda edeceğini öğrendikleri anda gözyaşlarına boğuldu.,17
https://www.canlihaber.com/eglence/ersin-korkut-survivordan-neden-elendi-ersin-korkut-kimdir-h4206.html,7,Ayrıca gönüllüler takımı yarışmacıları da bu vedayı oldukça üzgün karşıladı.,10
https://www.canlihaber.com/eglence/ersin-korkut-survivordan-neden-elendi-ersin-korkut-kimdir-h4206.html,8,Ersin Korkut Kimdir Ersin Korkut 8 Kasım 1977 yılında Hakkari de doğdu.,12
https://www.canlihaber.com/eglence/ersin-korkut-survivordan-neden-elendi-ersin-korkut-kimdir-h4206.html,9,Sinemacı Yılmaz Erdoğan ın teyzesinin oğlu olan ve Erdoğan ın desteğiyle oyunculuğa adım atan Ersin Korkut un İstanbul a gelmeden önce memleketi Hakkari de taksi şoförlüğü yaptığı İstanbul a geldiğinde de bir pizzacıda bulaşıkçı olarak çalıştığı biliniyor.,37
